Student_ID,Attendance (%),Internal Test 1 (out of 40),Internal Test 2 (out of 40),Assignment Score (out of 10),Daily Study Hours,Final Exam Marks (out of 100),Internal1_25,Internal2_25,Assignment_5,Internal_Total,Risk
S2148,78,29,36,8,3,68,18.125,22.5,4.0,24.3125,Medium
S2149,78,31,35,9,3,66,19.375,21.875,4.5,25.125,Medium
S2150,100,40,39,9,3,89,25.0,24.375,4.5,29.1875,Low
S2151,85,30,28,7,3,63,18.75,17.5,3.5,21.625,Medium
S2152,93,31,35,8,3,68,19.375,21.875,4.0,24.625,Medium
S2153,76,34,37,8,3,65,21.25,23.125,4.0,26.1875,Medium
S2154,86,33,34,8,2,60,20.625,21.25,4.0,24.9375,Medium
S2155,83,40,30,8,3,69,25.0,18.75,4.0,25.875,Medium
S2156,84,32,32,8,3,72,20.0,20.0,4.0,24.0,Medium
S2157,93,40,35,8,2,76,25.0,21.875,4.0,27.4375,Low
S2158,85,39,30,8,3,61,24.375,18.75,4.0,25.5625,Medium
S2159,86,32,31,8,3,68,20.0,19.375,4.0,23.6875,Medium
S2160,92,30,35,7,3,76,18.75,21.875,3.5,23.8125,Low
S2161,86,34,40,9,2,78,21.25,25.0,4.5,27.625,Low
S2162,100,40,37,8,4,82,25.0,23.125,4.0,28.0625,Low
S2163,92,37,31,8,2,67,23.125,19.375,4.0,25.25,Medium
S2164,84,28,31,7,2,53,17.5,19.375,3.5,21.9375,Medium
S2165,93,32,40,9,3,75,20.0,25.0,4.5,27.0,Low
S2166,93,31,31,7,3,67,19.375,19.375,3.5,22.875,Medium
S2167,84,36,32,8,2,69,22.5,20.0,4.0,25.25,Medium
S2168,85,27,32,7,3,65,16.875,20.0,3.5,21.9375,Medium
S2169,94,37,36,8,3,74,23.125,22.5,4.0,26.8125,Medium
S2170,84,27,29,6,2,53,16.875,18.125,3.0,20.5,Medium
S2171,76,28,26,6,2,48,17.5,16.25,3.0,19.875,High
S2172,85,27,32,7,2,52,16.875,20.0,3.5,21.9375,Medium
S2173,81,28,31,7,3,60,17.5,19.375,3.5,21.9375,Medium
S2174,95,34,40,7,4,81,21.25,25.0,3.5,26.625,Low
S2175,93,33,37,7,3,76,20.625,23.125,3.5,25.375,Low
S2176,88,40,40,10,3,90,25.0,25.0,5.0,30.0,Low
S2177,73,23,26,6,2,41,14.374999999999998,16.25,3.0,18.3125,High
S2178,82,35,33,9,3,72,21.875,20.625,4.5,25.75,Medium
S2179,86,36,35,7,3,66,22.5,21.875,3.5,25.6875,Medium
S2180,83,37,38,8,4,82,23.125,23.75,4.0,27.4375,Low
S2181,86,32,29,6,2,59,20.0,18.125,3.0,22.0625,Medium
S2182,73,30,23,7,3,49,18.75,14.374999999999998,3.5,20.0625,High
S2183,100,40,28,7,3,83,25.0,17.5,3.5,24.75,Low
S2184,95,36,40,10,3,81,22.5,25.0,5.0,28.75,Low
S2185,84,31,30,6,3,66,19.375,18.75,3.0,22.0625,Medium
S2186,100,37,38,7,3,75,23.125,23.75,3.5,26.9375,Low
S2187,78,32,34,8,3,65,20.0,21.25,4.0,24.625,Medium
S2188,90,36,29,8,2,69,22.5,18.125,4.0,24.3125,Medium
S2189,83,36,22,8,3,51,22.5,13.750000000000002,4.0,22.125,Medium
S2190,97,34,34,8,3,71,21.25,21.25,4.0,25.25,Medium
S2191,91,34,28,9,2,65,21.25,17.5,4.5,23.875,Medium
S2192,97,40,33,9,2,70,25.0,20.625,4.5,27.3125,Medium
S2193,87,25,40,7,3,66,15.625,25.0,3.5,23.8125,Medium
S2194,68,21,26,5,1,26,13.125,16.25,2.5,17.1875,High
S2195,85,33,35,9,3,72,20.625,21.875,4.5,25.75,Medium
S2196,87,37,33,8,4,76,23.125,20.625,4.0,25.875,Low
S2197,81,32,35,8,3,72,20.0,21.875,4.0,24.9375,Medium
S2198,78,36,33,9,3,54,22.5,20.625,4.5,26.0625,Medium
S2199,95,34,34,8,2,68,21.25,21.25,4.0,25.25,Medium
S2200,94,32,39,8,3,74,20.0,24.375,4.0,26.1875,Medium
S2201,77,28,26,7,3,43,17.5,16.25,3.5,20.375,High
S2202,73,30,28,6,3,54,18.75,17.5,3.0,21.125,High
S2203,91,36,37,8,3,68,22.5,23.125,4.0,26.8125,Medium
S2204,82,26,28,5,2,43,16.25,17.5,2.5,19.375,High
S2205,70,19,21,6,2,32,11.875,13.125,3.0,15.5,High
S2206,73,30,35,7,3,60,18.75,21.875,3.5,23.8125,High
S2207,85,39,24,8,3,66,24.375,15.0,4.0,23.6875,Medium
S2208,93,35,32,9,3,72,21.875,20.0,4.5,25.4375,Medium
S2209,73,33,35,7,3,61,20.625,21.875,3.5,24.75,High
S2210,86,32,27,6,2,56,20.0,16.875,3.0,21.4375,Medium
S2211,100,33,39,8,3,77,20.625,24.375,4.0,26.5,Low
S2212,69,33,26,8,3,62,20.625,16.25,4.0,22.4375,High
S2213,75,29,26,6,2,48,18.125,16.25,3.0,20.1875,High
S2214,78,26,27,6,3,51,16.25,16.875,3.0,19.5625,Medium
S2215,75,26,31,7,2,46,16.25,19.375,3.5,21.3125,High
S2216,100,40,36,8,3,91,25.0,22.5,4.0,27.75,Low
S2217,83,27,34,7,2,58,16.875,21.25,3.5,22.5625,Medium
S2218,84,27,34,8,2,58,16.875,21.25,4.0,23.0625,Medium
S2219,86,29,35,8,3,67,18.125,21.875,4.0,24.0,Medium
S2220,60,23,34,8,2,48,14.374999999999998,21.25,4.0,21.8125,High
S2221,77,27,28,8,3,50,16.875,17.5,4.0,21.1875,Medium
S2222,97,40,35,9,3,78,25.0,21.875,4.5,27.9375,Low
S2223,94,37,34,8,3,73,23.125,21.25,4.0,26.1875,Medium
S2224,82,25,29,6,3,52,15.625,18.125,3.0,19.875,Medium
S2225,77,21,31,8,3,59,13.125,19.375,4.0,20.25,Medium
S2226,81,37,33,8,3,68,23.125,20.625,4.0,25.875,Medium
S2227,93,28,31,6,3,62,17.5,19.375,3.0,21.4375,Medium
S2228,87,24,35,7,3,56,15.0,21.875,3.5,21.9375,Medium
S2229,93,34,35,8,3,77,21.25,21.875,4.0,25.5625,Low
S2230,77,31,39,7,3,62,19.375,24.375,3.5,25.375,Medium
S2231,84,26,28,6,2,59,16.25,17.5,3.0,19.875,Medium
S2232,97,37,35,9,3,82,23.125,21.875,4.5,27.0,Low
S2233,78,27,38,8,1,56,16.875,23.75,4.0,24.3125,Medium
S2234,72,28,32,7,3,55,17.5,20.0,3.5,22.25,High
S2235,95,38,38,8,3,84,23.75,23.75,4.0,27.75,Low
S2236,86,35,31,8,3,66,21.875,19.375,4.0,24.625,Medium
S2237,87,31,32,8,3,70,19.375,20.0,4.0,23.6875,Medium
S2238,75,29,28,6,2,47,18.125,17.5,3.0,20.8125,High
S2239,78,32,26,6,3,55,20.0,16.25,3.0,21.125,Medium
S2240,83,37,30,7,3,64,23.125,18.75,3.5,24.4375,Medium
S2241,76,30,33,8,3,61,18.75,20.625,4.0,23.6875,Medium
S2242,95,40,37,9,3,76,25.0,23.125,4.5,28.5625,Low
S2243,99,33,37,9,3,76,20.625,23.125,4.5,26.375,Low
S2244,91,38,32,8,2,66,23.75,20.0,4.0,25.875,Medium
S2245,79,32,36,8,3,66,20.0,22.5,4.0,25.25,Medium
S2246,88,40,34,9,3,82,25.0,21.25,4.5,27.625,Low
S2247,73,27,33,6,3,51,16.875,20.625,3.0,21.75,High
S2248,91,28,29,7,3,62,17.5,18.125,3.5,21.3125,Medium
S2249,88,34,29,6,2,65,21.25,18.125,3.0,22.6875,Medium
S2250,82,29,28,7,2,51,18.125,17.5,3.5,21.3125,Medium
S2251,90,36,34,7,3,69,22.5,21.25,3.5,25.375,Medium
S2252,81,25,33,6,3,60,15.625,20.625,3.0,21.125,Medium
S2253,87,32,33,8,2,64,20.0,20.625,4.0,24.3125,Medium
S2254,100,36,37,7,4,88,22.5,23.125,3.5,26.3125,Low
S2255,99,39,34,8,4,93,24.375,21.25,4.0,26.8125,Low
S2256,85,35,24,7,2,59,21.875,15.0,3.5,21.9375,Medium
S2257,81,29,32,8,2,59,18.125,20.0,4.0,23.0625,Medium
S2258,84,30,36,7,3,66,18.75,22.5,3.5,24.125,Medium
S2259,80,28,31,7,2,58,17.5,19.375,3.5,21.9375,Medium
S2260,83,33,32,8,3,78,20.625,20.0,4.0,24.3125,Low
S2261,76,31,25,7,2,49,19.375,15.625,3.5,21.0,High
S2262,87,30,25,6,3,54,18.75,15.625,3.0,20.1875,Medium
S2263,88,32,35,7,4,75,20.0,21.875,3.5,24.4375,Low
S2264,75,32,38,7,3,63,20.0,23.75,3.5,25.375,Medium
S2265,87,30,38,8,3,67,18.75,23.75,4.0,25.25,Medium
S2266,85,28,40,7,4,74,17.5,25.0,3.5,24.75,Medium
S2267,86,34,33,8,2,73,21.25,20.625,4.0,24.9375,Medium
S2268,88,30,40,8,3,86,18.75,25.0,4.0,25.875,Low
S2269,89,33,31,8,2,55,20.625,19.375,4.0,24.0,Medium
S2270,94,34,40,9,4,81,21.25,25.0,4.5,27.625,Low
S2271,97,28,40,7,4,77,17.5,25.0,3.5,24.75,Low
S2272,93,35,35,8,4,74,21.875,21.875,4.0,25.875,Medium
S2273,84,35,40,9,3,82,21.875,25.0,4.5,27.9375,Low
S2274,81,25,36,7,2,61,15.625,22.5,3.5,22.5625,Medium
S2275,88,28,31,8,3,64,17.5,19.375,4.0,22.4375,Medium
S2276,89,30,31,7,2,68,18.75,19.375,3.5,22.5625,Medium
S2277,84,28,29,8,3,66,17.5,18.125,4.0,21.8125,Medium
S2278,99,33,36,9,3,71,20.625,22.5,4.5,26.0625,Medium
S2279,84,30,28,6,3,62,18.75,17.5,3.0,21.125,Medium
S2280,91,38,36,9,3,80,23.75,22.5,4.5,27.625,Low
S2281,87,33,29,7,3,63,20.625,18.125,3.5,22.875,Medium
S2282,84,27,32,6,2,53,16.875,20.0,3.0,21.4375,Medium
S2283,78,30,33,8,2,62,18.75,20.625,4.0,23.6875,Medium
S2284,81,32,32,7,3,62,20.0,20.0,3.5,23.5,Medium
S2285,95,34,36,8,3,68,21.25,22.5,4.0,25.875,Medium
S2286,72,28,25,5,3,43,17.5,15.625,2.5,19.0625,High
S2287,87,31,40,7,2,69,19.375,25.0,3.5,25.6875,Medium
S2288,86,34,31,8,3,67,21.25,19.375,4.0,24.3125,Medium
S2289,70,23,24,6,3,37,14.374999999999998,15.0,3.0,17.6875,High
S2290,77,23,31,6,3,45,14.374999999999998,19.375,3.0,19.875,High
S2291,91,33,32,9,3,70,20.625,20.0,4.5,24.8125,Medium
S2292,86,31,36,7,3,69,19.375,22.5,3.5,24.4375,Medium
S2293,93,29,39,8,2,74,18.125,24.375,4.0,25.25,Medium
S2294,80,28,35,6,3,68,17.5,21.875,3.0,22.6875,Medium
S2295,89,33,40,8,5,85,20.625,25.0,4.0,26.8125,Low
S2296,83,37,33,8,3,71,23.125,20.625,4.0,25.875,Medium
S2297,75,28,26,7,3,54,17.5,16.25,3.5,20.375,Medium
S2298,72,31,29,6,3,54,19.375,18.125,3.0,21.75,High
S2299,90,39,35,9,3,75,24.375,21.875,4.5,27.625,Low
S2300,75,33,27,6,2,58,20.625,16.875,3.0,21.75,Medium
S2301,79,29,31,6,3,56,18.125,19.375,3.0,21.75,Medium
S2302,86,37,23,7,2,53,23.125,14.374999999999998,3.5,22.25,Medium
S2303,69,30,25,7,2,50,18.75,15.625,3.5,20.6875,High
S2304,73,32,29,8,3,48,20.0,18.125,4.0,23.0625,High
S2305,75,28,23,7,4,50,17.5,14.374999999999998,3.5,19.4375,Medium
S2306,84,36,27,8,2,63,22.5,16.875,4.0,23.6875,Medium
S2307,96,37,34,9,3,76,23.125,21.25,4.5,26.6875,Low
S2308,88,36,32,7,2,67,22.5,20.0,3.5,24.75,Medium
S2309,87,30,39,8,3,77,18.75,24.375,4.0,25.5625,Low
S2310,89,29,36,8,3,66,18.125,22.5,4.0,24.3125,Medium
S2311,100,40,32,10,4,84,25.0,20.0,5.0,27.5,Low
S2312,75,27,28,6,2,49,16.875,17.5,3.0,20.1875,High
S2313,90,35,34,8,4,78,21.875,21.25,4.0,25.5625,Low
S2314,86,40,38,9,3,80,25.0,23.75,4.5,28.875,Low
S2315,93,36,36,9,3,83,22.5,22.5,4.5,27.0,Low
S2316,92,38,32,8,3,74,23.75,20.0,4.0,25.875,Medium
S2317,94,39,40,9,2,81,24.375,25.0,4.5,29.1875,Low
S2318,86,33,32,7,3,67,20.625,20.0,3.5,23.8125,Medium
S2319,85,37,29,7,3,75,23.125,18.125,3.5,24.125,Low
S2320,85,35,35,7,3,69,21.875,21.875,3.5,25.375,Medium
S2321,92,38,35,8,4,80,23.75,21.875,4.0,26.8125,Low
S2322,79,34,33,8,3,65,21.25,20.625,4.0,24.9375,Medium
S2323,87,30,35,9,3,64,18.75,21.875,4.5,24.8125,Medium
S2324,82,34,34,7,3,69,21.25,21.25,3.5,24.75,Medium
S2325,85,26,37,6,3,51,16.25,23.125,3.0,22.6875,Medium
S2326,85,36,26,6,3,60,22.5,16.25,3.0,22.375,Medium
S2327,90,35,37,8,3,78,21.875,23.125,4.0,26.5,Low
S2328,82,26,27,7,3,49,16.25,16.875,3.5,20.0625,High
S2329,82,32,30,8,4,69,20.0,18.75,4.0,23.375,Medium
S2330,90,33,35,9,2,71,20.625,21.875,4.5,25.75,Medium
S2331,74,33,32,6,2,58,20.625,20.0,3.0,23.3125,High
S2332,89,35,39,9,2,76,21.875,24.375,4.5,27.625,Low
S2333,88,31,35,6,3,61,19.375,21.875,3.0,23.625,Medium
S2334,95,37,36,9,3,81,23.125,22.5,4.5,27.3125,Low
S2335,86,29,34,7,3,63,18.125,21.25,3.5,23.1875,Medium
S2336,79,35,37,8,2,64,21.875,23.125,4.0,26.5,Medium
S2337,100,35,35,8,4,82,21.875,21.875,4.0,25.875,Low
S2338,94,39,39,8,3,78,24.375,24.375,4.0,28.375,Low
S2339,90,29,31,7,3,58,18.125,19.375,3.5,22.25,Medium
S2340,85,22,37,7,3,58,13.750000000000002,23.125,3.5,21.9375,Medium
S2341,93,33,34,8,2,65,20.625,21.25,4.0,24.9375,Medium
S2342,77,33,27,7,3,62,20.625,16.875,3.5,22.25,Medium
S2343,83,29,26,5,2,52,18.125,16.25,2.5,19.6875,Medium
S2344,83,30,33,9,2,68,18.75,20.625,4.5,24.1875,Medium
S2345,81,27,38,6,3,59,16.875,23.75,3.0,23.3125,Medium
S2346,98,35,40,8,2,69,21.875,25.0,4.0,27.4375,Medium
S2347,82,28,37,7,3,62,17.5,23.125,3.5,23.8125,Medium
S2348,79,30,34,8,2,66,18.75,21.25,4.0,24.0,Medium
S2349,96,40,37,9,4,85,25.0,23.125,4.5,28.5625,Low
S2350,88,31,36,8,3,65,19.375,22.5,4.0,24.9375,Medium
S2351,79,25,26,7,3,53,15.625,16.25,3.5,19.4375,Medium
S2352,82,24,33,6,3,55,15.0,20.625,3.0,20.8125,Medium
S2353,93,40,40,8,3,84,25.0,25.0,4.0,29.0,Low
S2354,85,37,31,7,3,71,23.125,19.375,3.5,24.75,Medium
S2355,83,33,36,9,3,68,20.625,22.5,4.5,26.0625,Medium
S2356,84,37,37,9,3,79,23.125,23.125,4.5,27.625,Low
S2357,100,32,40,8,3,84,20.0,25.0,4.0,26.5,Low
S2358,100,33,40,10,3,81,20.625,25.0,5.0,27.8125,Low
S2359,85,34,36,10,2,68,21.25,22.5,5.0,26.875,Medium
S2360,83,37,35,9,3,64,23.125,21.875,4.5,27.0,Medium
S2361,81,40,32,8,2,63,25.0,20.0,4.0,26.5,Medium
S2362,72,27,24,6,2,45,16.875,15.0,3.0,18.9375,High
S2363,76,36,26,8,3,51,22.5,16.25,4.0,23.375,Medium
S2364,81,32,31,7,2,55,20.0,19.375,3.5,23.1875,Medium
S2365,82,33,32,8,2,59,20.625,20.0,4.0,24.3125,Medium
S2366,80,33,32,8,3,66,20.625,20.0,4.0,24.3125,Medium
S2367,73,27,32,7,2,56,16.875,20.0,3.5,21.9375,High
S2368,100,33,35,8,4,76,20.625,21.875,4.0,25.25,Low
S2369,98,37,33,8,2,82,23.125,20.625,4.0,25.875,Low
S2370,70,32,29,8,2,46,20.0,18.125,4.0,23.0625,High
S2371,100,34,40,8,4,81,21.25,25.0,4.0,27.125,Low
S2372,80,37,33,9,3,71,23.125,20.625,4.5,26.375,Medium
S2373,94,40,40,9,4,89,25.0,25.0,4.5,29.5,Low
S2374,99,38,37,8,3,78,23.75,23.125,4.0,27.4375,Low
S2375,82,33,24,8,2,61,20.625,15.0,4.0,21.8125,Medium
S2376,91,38,37,9,4,79,23.75,23.125,4.5,27.9375,Low
S2377,100,38,36,9,2,75,23.75,22.5,4.5,27.625,Low
S2378,84,30,37,8,3,62,18.75,23.125,4.0,24.9375,Medium
S2379,87,26,40,8,2,68,16.25,25.0,4.0,24.625,Medium
S2380,62,33,23,6,2,42,20.625,14.374999999999998,3.0,20.5,High
S2381,84,26,32,7,3,59,16.25,20.0,3.5,21.625,Medium
S2382,85,33,33,8,3,74,20.625,20.625,4.0,24.625,Medium
S2383,87,40,32,8,3,70,25.0,20.0,4.0,26.5,Medium
S2384,79,29,29,7,2,52,18.125,18.125,3.5,21.625,Medium
S2385,83,35,36,8,3,71,21.875,22.5,4.0,26.1875,Medium
S2386,88,38,35,8,4,77,23.75,21.875,4.0,26.8125,Low
S2387,87,38,25,8,2,66,23.75,15.625,4.0,23.6875,Medium
S2388,98,25,35,7,4,68,15.625,21.875,3.5,22.25,Medium
S2389,67,20,28,6,2,37,12.5,17.5,3.0,18.0,High
S2390,75,30,24,6,3,52,18.75,15.0,3.0,19.875,Medium
S2391,83,34,30,7,2,68,21.25,18.75,3.5,23.5,Medium
S2392,100,37,35,9,2,77,23.125,21.875,4.5,27.0,Low
S2393,90,29,35,8,2,71,18.125,21.875,4.0,24.0,Medium
S2394,89,34,32,8,3,66,21.25,20.0,4.0,24.625,Medium
S2395,75,35,25,7,3,59,21.875,15.625,3.5,22.25,Medium
S2396,89,36,32,8,3,69,22.5,20.0,4.0,25.25,Medium
S2397,93,39,40,9,2,77,24.375,25.0,4.5,29.1875,Low
S2398,87,37,30,7,3,69,23.125,18.75,3.5,24.4375,Medium
S2399,84,33,40,8,3,71,20.625,25.0,4.0,26.8125,Medium
S2400,72,26,24,7,2,39,16.25,15.0,3.5,19.125,High
S2401,78,28,23,6,2,47,17.5,14.374999999999998,3.0,18.9375,High
S2402,100,37,39,9,4,84,23.125,24.375,4.5,28.25,Low
S2403,97,40,40,9,4,90,25.0,25.0,4.5,29.5,Low
S2404,72,25,33,7,2,51,15.625,20.625,3.5,21.625,High
S2405,84,37,31,8,4,67,23.125,19.375,4.0,25.25,Medium
S2406,78,40,34,9,3,68,25.0,21.25,4.5,27.625,Medium
S2407,82,31,28,7,3,56,19.375,17.5,3.5,21.9375,Medium
S2408,77,28,33,8,3,56,17.5,20.625,4.0,23.0625,Medium
S2409,95,34,35,7,3,74,21.25,21.875,3.5,25.0625,Medium
S2410,87,37,35,8,3,75,23.125,21.875,4.0,26.5,Low
S2411,93,37,40,8,3,80,23.125,25.0,4.0,28.0625,Low
S2412,88,40,40,8,2,81,25.0,25.0,4.0,29.0,Low
S2413,81,29,30,7,2,47,18.125,18.75,3.5,21.9375,High
S2414,82,35,31,8,2,61,21.875,19.375,4.0,24.625,Medium
S2415,80,29,31,7,4,59,18.125,19.375,3.5,22.25,Medium
S2416,80,29,26,6,2,50,18.125,16.25,3.0,20.1875,Medium
S2417,80,25,38,6,3,61,15.625,23.75,3.0,22.6875,Medium
S2418,93,37,35,10,4,79,23.125,21.875,5.0,27.5,Low
S2419,79,33,32,7,4,61,20.625,20.0,3.5,23.8125,Medium
S2420,84,33,30,8,3,68,20.625,18.75,4.0,23.6875,Medium
S2421,93,40,28,9,2,66,25.0,17.5,4.5,25.75,Medium
S2422,86,37,35,7,3,72,23.125,21.875,3.5,26.0,Medium
S2423,69,28,31,7,3,54,17.5,19.375,3.5,21.9375,High
S2424,76,29,25,6,2,43,18.125,15.625,3.0,19.875,High
S2425,88,34,40,9,4,82,21.25,25.0,4.5,27.625,Low
S2426,85,36,36,8,3,75,22.5,22.5,4.0,26.5,Low
S2427,82,35,26,7,3,61,21.875,16.25,3.5,22.5625,Medium
S2428,87,19,31,6,3,58,11.875,19.375,3.0,18.625,Medium
S2429,90,25,32,7,3,66,15.625,20.0,3.5,21.3125,Medium
S2430,89,36,31,8,3,73,22.5,19.375,4.0,24.9375,Medium
S2431,75,35,27,7,3,58,21.875,16.875,3.5,22.875,Medium
S2432,76,28,31,9,3,62,17.5,19.375,4.5,22.9375,Medium
S2433,94,36,28,8,3,75,22.5,17.5,4.0,24.0,Low
S2434,88,29,34,8,3,62,18.125,21.25,4.0,23.6875,Medium
S2435,89,31,30,7,4,66,19.375,18.75,3.5,22.5625,Medium
S2436,80,36,33,10,3,65,22.5,20.625,5.0,26.5625,Medium
S2437,86,33,37,7,4,70,20.625,23.125,3.5,25.375,Medium
S2438,91,37,40,9,3,78,23.125,25.0,4.5,28.5625,Low
S2439,80,29,30,7,3,61,18.125,18.75,3.5,21.9375,Medium
S2440,71,33,27,8,2,53,20.625,16.875,4.0,22.75,High
S2441,91,34,31,8,3,63,21.25,19.375,4.0,24.3125,Medium
S2442,81,34,37,8,3,70,21.25,23.125,4.0,26.1875,Medium
S2443,80,31,29,7,3,62,19.375,18.125,3.5,22.25,Medium
S2444,94,34,37,7,4,78,21.25,23.125,3.5,25.6875,Low
S2445,81,35,30,8,2,71,21.875,18.75,4.0,24.3125,Medium
S2446,85,28,30,5,3,52,17.5,18.75,2.5,20.625,Medium
S2447,100,40,34,9,2,82,25.0,21.25,4.5,27.625,Low
S2448,76,35,31,7,3,65,21.875,19.375,3.5,24.125,Medium
S2449,92,32,38,9,3,74,20.0,23.75,4.5,26.375,Medium
S2450,85,30,39,9,3,73,18.75,24.375,4.5,26.0625,Medium
S2451,82,28,34,6,3,63,17.5,21.25,3.0,22.375,Medium
S2452,83,31,38,6,3,68,19.375,23.75,3.0,24.5625,Medium
S2453,70,30,26,6,2,47,18.75,16.25,3.0,20.5,High
S2454,83,33,31,8,2,65,20.625,19.375,4.0,24.0,Medium
S2455,65,23,33,8,2,47,14.374999999999998,20.625,4.0,21.5,High
S2456,86,24,38,8,3,60,15.0,23.75,4.0,23.375,Medium
S2457,85,35,38,8,3,72,21.875,23.75,4.0,26.8125,Medium
S2458,89,35,33,8,3,66,21.875,20.625,4.0,25.25,Medium
S2459,84,37,32,8,4,71,23.125,20.0,4.0,25.5625,Medium
S2460,86,37,38,8,4,85,23.125,23.75,4.0,27.4375,Low
S2461,93,31,33,7,2,72,19.375,20.625,3.5,23.5,Medium
S2462,82,31,26,7,2,43,19.375,16.25,3.5,21.3125,High
S2463,76,30,30,7,2,50,18.75,18.75,3.5,22.25,Medium
S2464,79,25,30,7,3,54,15.625,18.75,3.5,20.6875,Medium
S2465,88,34,40,8,3,77,21.25,25.0,4.0,27.125,Low
S2466,78,33,27,8,2,61,20.625,16.875,4.0,22.75,Medium
S2467,79,35,26,7,2,52,21.875,16.25,3.5,22.5625,Medium
S2468,97,38,37,9,3,84,23.75,23.125,4.5,27.9375,Low
S2469,77,24,31,7,2,48,15.0,19.375,3.5,20.6875,High
S2470,90,37,35,8,3,76,23.125,21.875,4.0,26.5,Low
S2471,86,36,28,7,3,65,22.5,17.5,3.5,23.5,Medium
S2472,82,35,29,7,3,63,21.875,18.125,3.5,23.5,Medium
S2473,100,31,40,9,3,75,19.375,25.0,4.5,26.6875,Low
S2474,91,34,38,9,3,73,21.25,23.75,4.5,27.0,Medium
S2475,86,34,38,8,3,75,21.25,23.75,4.0,26.5,Low
S2476,85,38,32,8,3,70,23.75,20.0,4.0,25.875,Medium
S2477,97,33,40,9,3,80,20.625,25.0,4.5,27.3125,Low
S2478,91,36,32,8,3,68,22.5,20.0,4.0,25.25,Medium
S2479,85,40,36,8,3,73,25.0,22.5,4.0,27.75,Medium
S2480,74,33,30,6,3,57,20.625,18.75,3.0,22.6875,High
S2481,80,32,39,8,3,69,20.0,24.375,4.0,26.1875,Medium
S2482,87,37,32,8,3,74,23.125,20.0,4.0,25.5625,Medium
S2483,91,36,33,8,3,62,22.5,20.625,4.0,25.5625,Medium
S2484,92,36,29,7,3,62,22.5,18.125,3.5,23.8125,Medium
S2485,77,28,27,6,2,50,17.5,16.875,3.0,20.1875,Medium
S2486,89,28,33,6,4,60,17.5,20.625,3.0,22.0625,Medium
S2487,75,34,29,8,2,61,21.25,18.125,4.0,23.6875,Medium
S2488,79,31,25,6,3,46,19.375,15.625,3.0,20.5,High
S2489,91,32,32,8,3,64,20.0,20.0,4.0,24.0,Medium
S2490,79,31,29,7,3,56,19.375,18.125,3.5,22.25,Medium
S2491,95,37,26,7,3,64,23.125,16.25,3.5,23.1875,Medium
S2492,86,35,26,7,3,63,21.875,16.25,3.5,22.5625,Medium
S2493,76,32,25,6,3,65,20.0,15.625,3.0,20.8125,Medium
S2494,79,28,28,6,3,52,17.5,17.5,3.0,20.5,Medium
S2495,84,29,27,7,3,60,18.125,16.875,3.5,21.0,Medium
S2496,77,28,36,7,3,64,17.5,22.5,3.5,23.5,Medium
S2497,92,31,35,7,3,60,19.375,21.875,3.5,24.125,Medium
S2498,88,37,39,8,3,69,23.125,24.375,4.0,27.75,Medium
S2499,88,30,33,8,2,63,18.75,20.625,4.0,23.6875,Medium
S2500,98,36,29,8,3,70,22.5,18.125,4.0,24.3125,Medium
S2501,89,29,36,7,2,60,18.125,22.5,3.5,23.8125,Medium
S2502,88,23,39,9,2,64,14.374999999999998,24.375,4.5,23.875,Medium
S2503,80,32,37,8,3,72,20.0,23.125,4.0,25.5625,Medium
S2504,89,40,40,9,2,80,25.0,25.0,4.5,29.5,Low
S2505,83,31,30,7,3,60,19.375,18.75,3.5,22.5625,Medium
S2506,88,35,34,8,5,78,21.875,21.25,4.0,25.5625,Low
S2507,86,35,36,8,2,78,21.875,22.5,4.0,26.1875,Low
S2508,86,33,30,8,3,60,20.625,18.75,4.0,23.6875,Medium
S2509,86,25,26,6,3,50,15.625,16.25,3.0,18.9375,Medium
S2510,82,32,34,8,3,73,20.0,21.25,4.0,24.625,Medium
S2511,77,31,31,7,3,66,19.375,19.375,3.5,22.875,Medium
S2512,90,34,31,7,2,62,21.25,19.375,3.5,23.8125,Medium
S2513,81,30,34,7,3,56,18.75,21.25,3.5,23.5,Medium
S2514,91,34,38,9,3,74,21.25,23.75,4.5,27.0,Medium
S2515,82,26,37,8,3,66,16.25,23.125,4.0,23.6875,Medium
S2516,81,29,36,8,4,78,18.125,22.5,4.0,24.3125,Low
S2517,89,39,35,7,3,67,24.375,21.875,3.5,26.625,Medium
S2518,80,28,32,8,2,55,17.5,20.0,4.0,22.75,Medium
S2519,81,33,30,7,3,62,20.625,18.75,3.5,23.1875,Medium
S2520,90,32,36,7,3,68,20.0,22.5,3.5,24.75,Medium
S2521,74,30,31,7,3,59,18.75,19.375,3.5,22.5625,High
S2522,83,33,34,7,3,58,20.625,21.25,3.5,24.4375,Medium
S2523,82,30,31,6,3,53,18.75,19.375,3.0,22.0625,Medium
S2524,74,29,28,6,3,64,18.125,17.5,3.0,20.8125,High
S2525,89,33,29,7,3,70,20.625,18.125,3.5,22.875,Medium
S2526,92,35,38,8,2,84,21.875,23.75,4.0,26.8125,Low
S2527,80,20,26,7,1,47,12.5,16.25,3.5,17.875,High
S2528,87,40,32,9,3,75,25.0,20.0,4.5,27.0,Low
S2529,85,27,34,9,3,57,16.875,21.25,4.5,23.5625,Medium
S2530,85,35,31,7,3,66,21.875,19.375,3.5,24.125,Medium
S2531,91,27,36,8,3,71,16.875,22.5,4.0,23.6875,Medium
